Sample #,Unique Soil ID,Set,Set ID,Soil ID,Rep,Soil.mass,SOC.mass.class,SOC.mass,mmol.Mn.reduced,mmol.C.oxidized,POXC,POXC.max.theoretical,Detectable,SOC.pct,pH,Clay.pct
210,24,UIUC,25,UIUC-25,c,2.5,std,200.5,0.2803,0.2102,1009,1440,1,8.02,6,10.66
211,24,UIUC,25,UIUC-25,a,0.18,15mg,14.436,0.0311,0.0233,1556,20000,1,8.02,6,10.66
212,24,UIUC,25,UIUC-25,b,0.18,15mg,14.436,0.0306,0.023,1531,20000,1,8.02,6,10.66
213,24,UIUC,25,UIUC-25,c,0.18,15mg,14.436,0.0397,0.0297,1983,20000,1,8.02,6,10.66
214,24,UIUC,25,UIUC-25,a,0.31,25mg,24.862,0.0673,0.0505,1953,11613,1,8.02,6,10.66
215,24,UIUC,25,UIUC-25,b,0.31,25mg,24.862,0.0623,0.0467,1808,11613,1,8.02,6,10.66
216,24,UIUC,25,UIUC-25,c,0.31,25mg,24.862,0.0678,0.0508,1968,11613,1,8.02,6,10.66
217,25,UIUC,26,UIUC-26,a,2.5,std,185.75,0.1279,0.0959,460,1440,1,7.43,5.8,10.34
218,25,UIUC,26,UIUC-26,b,2.5,std,185.75,0.1869,0.1402,673,1440,1,7.43,5.8,10.34
219,25,UIUC,26,UIUC-26,c,2.5,std,185.75,0.1574,0.118,567,1440,1,7.43,5.8,10.34
220,25,UIUC,26,UIUC-26,a,0.2,15mg,14.86,0.0013,0.0009,57,18000,1,7.43,5.8,10.34
221,25,UIUC,26,UIUC-26,b,0.2,15mg,14.86,0.0002,0.0002,11,18000,1,7.43,5.8,10.34
222,25,UIUC,26,UIUC-26,c,0.2,15mg,14.86,0,0,,18000,1,7.43,5.8,10.34
223,25,UIUC,26,UIUC-26,a,0.33,25mg,24.519,0.016,0.012,437,10909,1,7.43,5.8,10.34
224,25,UIUC,26,UIUC-26,b,0.33,25mg,24.519,0.0196,0.0147,534,10909,1,7.43,5.8,10.34
225,25,UIUC,26,UIUC-26,c,0.33,25mg,24.519,0.016,0.012,437,10909,1,7.43,5.8,10.34
226,26,UIUC,27,UIUC-27,a,2.5,std,110.75,0.2347,0.176,845,1440,1,4.43,6.3,7.71
227,26,UIUC,27,UIUC-27,b,2.5,std,110.75,0.2652,0.1989,955,1440,1,4.43,6.3,7.71
228,26,UIUC,27,UIUC-27,c,2.5,std,110.75,0.2393,0.1794,861,1440,1,4.43,6.3,7.71
229,26,UIUC,27,UIUC-27,a,0.33,15mg,14.619,0.0323,0.0242,880,10909,1,4.43,6.3,7.71
230,26,UIUC,27,UIUC-27,b,0.33,15mg,14.619,0.0313,0.0234,853,10909,1,4.43,6.3,7.71
231,26,UIUC,27,UIUC-27,c,0.33,15mg,14.619,0.0613,0.046,1671,10909,1,4.43,6.3,7.71
232,26,UIUC,27,UIUC-27,a,0.56,25mg,24.808,0.0745,0.0559,1197,6429,1,4.43,6.3,7.71
233,26,UIUC,27,UIUC-27,b,0.56,25mg,24.808,0.0648,0.0486,1042,6429,1,4.43,6.3,7.71
234,26,UIUC,27,UIUC-27,c,0.56,25mg,24.808,0.0648,0.0486,1042,6429,1,4.43,6.3,7.71
235,27,UIUC,28,UIUC-28,a,2.5,std,155.5,0.0847,0.0635,305,1440,1,6.22,4.7,0
236,27,UIUC,28,UIUC-28,b,2.5,std,155.5,0.1081,0.081,389,1440,1,6.22,4.7,0
237,27,UIUC,28,UIUC-28,c,2.5,std,155.5,0.1081,0.081,389,1440,1,6.22,4.7,0
238,27,UIUC,28,UIUC-28,a,0.24,15mg,14.928,0.0069,0.0051,257,15000,1,6.22,4.7,0
239,27,UIUC,28,UIUC-28,b,0.24,15mg,14.928,0.0013,0.0009,47,15000,1,6.22,4.7,0
240,27,UIUC,28,UIUC-28,c,0.24,15mg,14.928,0.0048,0.0036,181,15000,1,6.22,4.7,0
241,27,UIUC,28,UIUC-28,a,0.4,25mg,24.88,0.013,0.0097,292,9000,1,6.22,4.7,0
242,27,UIUC,28,UIUC-28,b,0.4,25mg,24.88,0.0262,0.0196,589,9000,1,6.22,4.7,0
243,27,UIUC,28,UIUC-28,c,0.4,25mg,24.88,0.0196,0.0147,440,9000,1,6.22,4.7,0
244,28,UIUC,29,UIUC-29,a,2.5,std,56.25,0.1147,0.086,413,1440,1,2.25,4.4,0
245,28,UIUC,29,UIUC-29,b,2.5,std,56.25,0.1218,0.0913,438,1440,1,2.25,4.4,0
246,28,UIUC,29,UIUC-29,c,2.5,std,56.25,0.1192,0.0894,429,1440,1,2.25,4.4,0
247,28,UIUC,29,UIUC-29,a,0.66,15mg,14.85,0.0302,0.0227,412,5455,1,2.25,4.4,0
248,28,UIUC,29,UIUC-29,b,0.66,15mg,14.85,0.0435,0.0326,593,5455,1,2.25,4.4,0
249,28,UIUC,29,UIUC-29,c,0.66,15mg,14.85,0.0414,0.0311,565,5455,1,2.25,4.4,0
250,28,UIUC,29,UIUC-29,a,1.11,25mg,24.975,0.0582,0.0437,472,3243,1,2.25,4.4,0
251,28,UIUC,29,UIUC-29,b,1.11,25mg,24.975,0.0658,0.0494,534,3243,1,2.25,4.4,0
252,28,UIUC,29,UIUC-29,c,1.11,25mg,24.975,0.0633,0.0475,513,3243,1,2.25,4.4,0
253,29,UIUC,30,UIUC-30,a,2.5,std,68.25,0.2625,0.1969,945,1440,1,2.73,5.7,2.51
254,29,UIUC,30,UIUC-30,b,2.5,std,68.25,0.2615,0.1961,941,1440,1,2.73,5.7,2.51
255,29,UIUC,30,UIUC-30,c,2.5,std,68.25,0.2517,0.1888,906,1440,1,2.73,5.7,2.51
256,29,UIUC,30,UIUC-30,a,0.54,15mg,14.742,0.0831,0.0623,1385,6667,1,2.73,5.7,2.51
257,29,UIUC,30,UIUC-30,b,0.54,15mg,14.742,0.0865,0.0649,1442,6667,1,2.73,5.7,2.51
258,29,UIUC,30,UIUC-30,c,0.54,15mg,14.742,0.0836,0.0627,1393,6667,1,2.73,5.7,2.51
259,29,UIUC,30,UIUC-30,a,0.91,25mg,24.843,0.1139,0.0854,1126,3956,1,2.73,5.7,2.51
260,29,UIUC,30,UIUC-30,b,0.91,25mg,24.843,0.1315,0.0986,1300,3956,1,2.73,5.7,2.51
261,29,UIUC,30,UIUC-30,c,0.91,25mg,24.843,0.1251,0.0938,1237,3956,1,2.73,5.7,2.51
262,30,UIUC,31,UIUC-31,a,2.5,std,32,0.0914,0.0685,329,1440,1,1.28,7.8,0
263,30,UIUC,31,UIUC-31,b,2.5,std,32,0.0992,0.0744,357,1440,1,1.28,7.8,0
264,30,UIUC,31,UIUC-31,c,2.5,std,32,0.1056,0.0792,380,1440,1,1.28,7.8,0
265,30,UIUC,31,UIUC-31,a,1.17,15mg,14.976,0.0542,0.0407,417,3077,1,1.28,7.8,0
266,30,UIUC,31,UIUC-31,b,1.17,15mg,14.976,0.0684,0.0513,526,3077,1,1.28,7.8,0
267,30,UIUC,31,UIUC-31,c,1.17,15mg,14.976,0.0586,0.044,451,3077,1,1.28,7.8,0
268,30,UIUC,31,UIUC-31,a,1.95,25mg,24.96,0.0933,0.07,431,1846,1,1.28,7.8,0
269,30,UIUC,31,UIUC-31,b,1.95,25mg,24.96,0.1012,0.0759,467,1846,1,1.28,7.8,0
270,30,UIUC,31,UIUC-31,c,1.95,25mg,24.96,0.0929,0.0696,429,1846,1,1.28,7.8,0
271,31,UIUC,32,UIUC-32,a,2.5,std,18.25,0.0195,0.0147,70,1440,1,0.73,7.1,0
272,31,UIUC,32,UIUC-32,b,2.5,std,18.25,0.0303,0.0227,109,1440,1,0.73,7.1,0
273,31,UIUC,32,UIUC-32,c,2.5,std,18.25,0.0283,0.0213,102,1440,1,0.73,7.1,0
274,31,UIUC,32,UIUC-32,a,2.05,15mg,14.965,0.0342,0.0257,150,1756,1,0.73,7.1,0
275,31,UIUC,32,UIUC-32,b,2.05,15mg,14.965,0.0337,0.0253,148,1756,1,0.73,7.1,0
276,31,UIUC,32,UIUC-32,c,2.05,15mg,14.965,0.0357,0.0268,157,1756,1,0.73,7.1,0
277,31,UIUC,32,UIUC-32,a,3.42,25mg,24.966,0.0386,0.0289,102,1053,1,0.73,7.1,0
278,31,UIUC,32,UIUC-32,b,3.42,25mg,24.966,0.044,0.033,116,1053,1,0.73,7.1,0
279,31,UIUC,32,UIUC-32,c,3.42,25mg,24.966,0.0479,0.0359,126,1053,1,0.73,7.1,0
280,32,UIUC,33,UIUC-33,a,2.5,std,5.25,0.0083,0.0062,30,1440,1,0.21,8.1,0
281,32,UIUC,33,UIUC-33,b,2.5,std,5.25,0.0215,0.0161,77,1440,1,0.21,8.1,0
282,32,UIUC,33,UIUC-33,c,2.5,std,5.25,0.0215,0.0161,77,1440,1,0.21,8.1,0
283,32,UIUC,33,UIUC-33,a,7.14,15mg,14.994,0.0332,0.0249,42,504,1,0.21,8.1,0
284,32,UIUC,33,UIUC-33,b,7.14,15mg,14.994,0.0347,0.026,44,504,1,0.21,8.1,0
285,32,UIUC,33,UIUC-33,c,7.14,15mg,14.994,0.0386,0.0289,49,504,1,0.21,8.1,0
286,32,UIUC,33,UIUC-33,a,11.9,25mg,24.99,0.0709,0.0531,54,303,1,0.21,8.1,0
287,32,UIUC,33,UIUC-33,b,11.9,25mg,24.99,0.0669,0.0502,51,303,1,0.21,8.1,0
288,32,UIUC,33,UIUC-33,c,11.9,25mg,24.99,0.065,0.0487,49,303,1,0.21,8.1,0
289,33,UIUC,34,UIUC-34,a,2.5,std,437.25,0.4013,0.301,1445,1440,0,17.49,6.9,48
290,33,UIUC,34,UIUC-34,b,2.5,std,437.25,0.4013,0.301,1445,1440,0,17.49,6.9,48
291,33,UIUC,34,UIUC-34,c,2.5,std,437.25,0.4013,0.301,1445,1440,0,17.49,6.9,48
292,33,UIUC,34,UIUC-34,a,0.08,15mg,13.992,0.0831,0.0623,9346,45000,1,17.49,6.9,48
293,33,UIUC,34,UIUC-34,b,0.08,15mg,13.992,0.0831,0.0623,9346,45000,1,17.49,6.9,48
294,33,UIUC,34,UIUC-34,c,0.08,15mg,13.992,0.0933,0.07,10501,45000,1,17.49,6.9,48
295,33,UIUC,34,UIUC-34,a,0.14,25mg,24.486,0.1271,0.0953,8169,25714,1,17.49,6.9,48
296,33,UIUC,34,UIUC-34,b,0.14,25mg,24.486,0.1188,0.0891,7635,25714,1,17.49,6.9,48
297,33,UIUC,34,UIUC-34,c,0.14,25mg,24.486,0.1178,0.0883,7572,25714,1,17.49,6.9,48
298,34,UIUC,35,UIUC-35,a,2.5,std,520.5,0.2512,0.1884,904,1440,1,20.82,5.3,69.4
299,34,UIUC,35,UIUC-35,b,2.5,std,520.5,0.2468,0.1851,889,1440,1,20.82,5.3,69.4
300,34,UIUC,35,UIUC-35,c,2.5,std,520.5,0.2581,0.1936,929,1440,1,20.82,5.3,69.4
301,34,UIUC,35,UIUC-35,a,0.07,15mg,14.574,0.043,0.0322,5528,51429,1,20.82,5.3,69.4
302,34,UIUC,35,UIUC-35,b,0.07,15mg,14.574,0.0274,0.0205,3517,51429,1,20.82,5.3,69.4
303,34,UIUC,35,UIUC-35,c,0.07,15mg,14.574,0.0401,0.03,5151,51429,1,20.82,5.3,69.4
304,34,UIUC,35,UIUC-35,a,0.12,25mg,24.984,0.0401,0.03,3005,30000,1,20.82,5.3,69.4
305,34,UIUC,35,UIUC-35,b,0.12,25mg,24.984,0.0474,0.0355,3555,30000,1,20.82,5.3,69.4
306,34,UIUC,35,UIUC-35,c,0.12,25mg,24.984,0.0469,0.0352,3518,30000,1,20.82,5.3,69.4
307,35,UIUC,36,UIUC-36,a,2.5,std,819,0.3979,0.2984,1432,1440,1,32.76,5.2,44.6
308,35,UIUC,36,UIUC-36,b,2.5,std,819,0.4003,0.3002,1441,1440,0,32.76,5.2,44.6
309,35,UIUC,36,UIUC-36,c,2.5,std,819,0.4008,0.3006,1443,1440,0,32.76,5.2,44.6
310,35,UIUC,36,UIUC-36,a,0.04,15mg,13.104,0.1021,0.0766,22982,90000,1,32.76,5.2,44.6
311,35,UIUC,36,UIUC-36,b,0.04,15mg,13.104,0.0469,0.0352,10555,90000,1,32.76,5.2,44.6
312,35,UIUC,36,UIUC-36,c,0.04,15mg,13.104,0.0772,0.0579,17373,90000,1,32.76,5.2,44.6
313,35,UIUC,36,UIUC-36,a,0.07,25mg,22.932,0.1241,0.0931,15961,51429,1,32.76,5.2,44.6
314,35,UIUC,36,UIUC-36,b,0.07,25mg,22.932,0.085,0.0638,10933,51429,1,32.76,5.2,44.6
315,35,UIUC,36,UIUC-36,c,0.07,25mg,22.932,0.0865,0.0649,11122,51429,1,32.76,5.2,44.6
316,36,NRCS,2,NRCS-2,a,2.5,std,62.5,0.1603,0.1202,576.99,1440,1,2.5,6.1,27.3
317,36,NRCS,2,NRCS-2,b,2.5,std,62.5,0.1777,0.1333,639.77,1440,1,2.5,6.1,27.3
318,36,NRCS,2,NRCS-2,c,2.5,std,62.5,0.1816,0.1362,653.73,1440,1,2.5,6.1,27.3
319,36,NRCS,2,NRCS-2,a,0.6,15mg,15,0.0333,0.025,500.18,6000,1,2.5,6.1,27.3
320,36,NRCS,2,NRCS-2,b,0.6,15mg,15,0.0237,0.0177,354.84,6000,1,2.5,6.1,27.3
321,36,NRCS,2,NRCS-2,c,0.6,15mg,15,0.0382,0.0286,572.85,6000,1,2.5,6.1,27.3
322,36,NRCS,2,NRCS-2,a,1,25mg,25,0.0527,0.0395,474.51,3600,1,2.5,6.1,27.3
323,36,NRCS,2,NRCS-2,b,1,25mg,25,0.0702,0.0526,631.48,3600,1,2.5,6.1,27.3
324,36,NRCS,2,NRCS-2,c,1,25mg,25,0.076,0.057,683.8,3600,1,2.5,6.1,27.3
325,37,NRCS,3,NRCS-3,a,2.5,std,65,0.1893,0.142,681.63,1440,1,2.6,5.7,26.8
326,37,NRCS,3,NRCS-3,b,2.5,std,65,0.1797,0.1347,646.75,1440,1,2.6,5.7,26.8
327,37,NRCS,3,NRCS-3,c,2.5,std,65,0.1961,0.1471,706.05,1440,1,2.6,5.7,26.8
328,37,NRCS,3,NRCS-3,a,0.57,15mg,14.82,0.0382,0.0286,603,6315.789474,1,2.6,5.7,26.8
329,37,NRCS,3,NRCS-3,b,0.57,15mg,14.82,0.0372,0.0279,587.7,6315.789474,1,2.6,5.7,26.8
330,37,NRCS,3,NRCS-3,c,0.57,15mg,14.82,0.0392,0.0294,618.3,6315.789474,1,2.6,5.7,26.8
331,37,NRCS,3,NRCS-3,a,0.96,25mg,24.96,0.0779,0.0584,730.46,3750,1,2.6,5.7,26.8
332,37,NRCS,3,NRCS-3,b,0.96,25mg,24.96,0.0634,0.0475,594.2,3750,1,2.6,5.7,26.8
333,37,NRCS,3,NRCS-3,c,0.96,25mg,24.96,0.0711,0.0533,666.87,3750,1,2.6,5.7,26.8
334,38,NRCS,6,NRCS-6,a,2.5,std,37.5,0.1041,0.0781,374.68,1440,1,1.5,7.6,20.2
335,38,NRCS,6,NRCS-6,b,2.5,std,37.5,0.1021,0.0766,367.7,1440,1,1.5,7.6,20.2
336,38,NRCS,6,NRCS-6,c,2.5,std,37.5,0.107,0.0802,385.14,1440,1,1.5,7.6,20.2
337,38,NRCS,6,NRCS-6,a,1,15mg,15,0.0425,0.0319,382.29,3600,1,1.5,7.6,20.2
338,38,NRCS,6,NRCS-6,b,1,15mg,15,0.0483,0.0363,435.13,3600,1,1.5,7.6,20.2
339,38,NRCS,6,NRCS-6,c,1,15mg,15,0.0454,0.0341,408.71,3600,1,1.5,7.6,20.2
340,38,NRCS,6,NRCS-6,a,1.66,25mg,24.9,0.0611,0.0458,331.09,2168.674699,1,1.5,7.6,20.2
341,38,NRCS,6,NRCS-6,b,1.66,25mg,24.9,0.0669,0.0502,362.91,2168.674699,1,1.5,7.6,20.2
342,38,NRCS,6,NRCS-6,c,1.66,25mg,24.9,0.062,0.0465,336.39,2168.674699,1,1.5,7.6,20.2
343,39,NRCS,7,NRCS-7,a,2.5,std,42.5,0.1609,0.1206,579.11,1440,1,1.7,7.1,29.5
344,39,NRCS,7,NRCS-7,b,2.5,std,42.5,0.157,0.1177,565.02,1440,1,1.7,7.1,29.5
345,39,NRCS,7,NRCS-7,c,2.5,std,42.5,0.156,0.117,561.5,1440,1,1.7,7.1,29.5
346,39,NRCS,7,NRCS-7,a,0.88,15mg,14.96,0.0552,0.0414,564.51,4090.909091,1,1.7,7.1,29.5
347,39,NRCS,7,NRCS-7,b,0.88,15mg,14.96,0.0552,0.0414,564.51,4090.909091,1,1.7,7.1,29.5
348,39,NRCS,7,NRCS-7,c,0.88,15mg,14.96,0.0611,0.0458,624.55,4090.909091,1,1.7,7.1,29.5
349,39,NRCS,7,NRCS-7,a,1.47,25mg,24.99,0.0992,0.0744,607.5,2448.979592,1,1.7,7.1,29.5
350,39,NRCS,7,NRCS-7,b,1.47,25mg,24.99,0.0982,0.0737,601.51,2448.979592,1,1.7,7.1,29.5
351,39,NRCS,7,NRCS-7,c,1.47,25mg,24.99,0.0924,0.0693,565.57,2448.979592,1,1.7,7.1,29.5
352,40,NRCS,8,NRCS-8,a,2.5,std,32.5,0.0845,0.0634,304.37,1440,1,1.3,7.4,16.5
353,40,NRCS,8,NRCS-8,b,2.5,std,32.5,0.0855,0.0641,307.9,1440,1,1.3,7.4,16.5
354,40,NRCS,8,NRCS-8,c,2.5,std,32.5,0.0943,0.0707,339.6,1440,1,1.3,7.4,16.5
355,40,NRCS,8,NRCS-8,a,1.15,15mg,14.95,0.0493,0.037,386.03,3130.434783,1,1.3,7.4,16.5
356,40,NRCS,8,NRCS-8,b,1.15,15mg,14.95,0.0474,0.0355,370.72,3130.434783,1,1.3,7.4,16.5
357,40,NRCS,8,NRCS-8,c,1.15,15mg,14.95,0.0415,0.0311,324.77,3130.434783,1,1.3,7.4,16.5
358,40,NRCS,8,NRCS-8,a,1.92,25mg,24.96,0.0679,0.0509,318.35,1875,1,1.3,7.4,16.5
359,40,NRCS,8,NRCS-8,b,1.92,25mg,24.96,0.063,0.0473,295.42,1875,1,1.3,7.4,16.5
360,40,NRCS,8,NRCS-8,c,1.92,25mg,24.96,0.0679,0.0509,318.35,1875,1,1.3,7.4,16.5
361,41,NRCS,9,NRCS-9,a,2.5,std,12.5,0.0395,0.0297,142.35,1440,1,0.5,7.3,12.3
362,41,NRCS,9,NRCS-9,b,2.5,std,12.5,0.0405,0.0304,145.87,1440,1,0.5,7.3,12.3
363,41,NRCS,9,NRCS-9,c,2.5,std,12.5,0.0425,0.0319,152.92,1440,1,0.5,7.3,12.3
364,41,NRCS,9,NRCS-9,a,3,15mg,15,0.0523,0.0392,156.78,1200,1,0.5,7.3,12.3
365,41,NRCS,9,NRCS-9,b,3,15mg,15,0.0542,0.0407,162.65,1200,1,0.5,7.3,12.3
366,41,NRCS,9,NRCS-9,c,3,15mg,15,0.0464,0.0348,139.17,1200,1,0.5,7.3,12.3
367,41,NRCS,9,NRCS-9,a,5,25mg,25,0.0826,0.0619,148.67,720,1,0.5,7.3,12.3
368,41,NRCS,9,NRCS-9,b,5,25mg,25,0.0855,0.0641,153.95,720,1,0.5,7.3,12.3
369,41,NRCS,9,NRCS-9,c,5,25mg,25,0.0767,0.0575,138.1,720,1,0.5,7.3,12.3
370,42,NRCS,10,NRCS-10,a,2.5,std,30,0.0826,0.0619,297.33,1440,1,1.2,6.1,18
371,42,NRCS,10,NRCS-10,b,2.5,std,30,0.0855,0.0641,307.9,1440,1,1.2,6.1,18
372,42,NRCS,10,NRCS-10,c,2.5,std,30,0.0934,0.07,336.07,1440,1,1.2,6.1,18
373,42,NRCS,10,NRCS-10,a,1.25,15mg,15,0.0386,0.0289,277.66,2880,1,1.2,6.1,18
374,42,NRCS,10,NRCS-10,b,1.25,15mg,15,0.0464,0.0348,334.01,2880,1,1.2,6.1,18
375,42,NRCS,10,NRCS-10,c,1.25,15mg,15,0.0405,0.0304,291.75,2880,1,1.2,6.1,18
376,42,NRCS,10,NRCS-10,a,2.08,25mg,24.96,0.0699,0.0524,302.33,1730.769231,1,1.2,6.1,18
377,42,NRCS,10,NRCS-10,b,2.08,25mg,24.96,0.0748,0.0561,323.5,1730.769231,1,1.2,6.1,18
378,42,NRCS,10,NRCS-10,c,2.08,25mg,24.96,0.063,0.0473,272.7,1730.769231,1,1.2,6.1,18
379,43,NRCS,11,NRCS-11,a,2.5,std,45,0.1286,0.0964,462.88,1440,1,1.8,5.1,27
380,43,NRCS,11,NRCS-11,b,2.5,std,45,0.1159,0.0869,417.09,1440,1,1.8,5.1,27
381,43,NRCS,11,NRCS-11,c,2.5,std,45,0.1237,0.0928,445.26,1440,1,1.8,5.1,27
382,43,NRCS,11,NRCS-11,a,0.83,15mg,14.94,0.0464,0.0348,503.03,4337.349398,1,1.8,5.1,27
383,43,NRCS,11,NRCS-11,b,0.83,15mg,14.94,0.0503,0.0377,545.47,4337.349398,1,1.8,5.1,27
384,43,NRCS,11,NRCS-11,c,0.83,15mg,14.94,0.0532,0.0399,577.3,4337.349398,1,1.8,5.1,27
385,43,NRCS,11,NRCS-11,a,1.38,25mg,24.84,0.0601,0.0451,391.88,2608.695652,1,1.8,5.1,27
386,43,NRCS,11,NRCS-11,b,1.38,25mg,24.84,0.0689,0.0517,449.31,2608.695652,1,1.8,5.1,27
387,43,NRCS,11,NRCS-11,c,1.38,25mg,24.84,0.0699,0.0524,455.69,2608.695652,1,1.8,5.1,27
388,44,NRCS,12,NRCS-12,a,2.5,std,25,0.0523,0.0392,188.14,1440,1,1,4.4,25.7
389,44,NRCS,12,NRCS-12,b,2.5,std,25,0.0503,0.0377,181.1,1440,1,1,4.4,25.7
390,44,NRCS,12,NRCS-12,c,2.5,std,25,0.0542,0.0407,195.18,1440,1,1,4.4,25.7
391,44,NRCS,12,NRCS-12,a,1.5,15mg,15,0.0337,0.0253,202.03,2400,1,1,4.4,25.7
392,44,NRCS,12,NRCS-12,b,1.5,15mg,15,0.0298,0.0223,178.55,2400,1,1,4.4,25.7
393,44,NRCS,12,NRCS-12,c,1.5,15mg,15,0.0268,0.0201,160.94,2400,1,1,4.4,25.7
394,44,NRCS,12,NRCS-12,a,2.5,25mg,25,0.0542,0.0407,195.18,1440,1,1,4.4,25.7
395,44,NRCS,12,NRCS-12,b,2.5,25mg,25,0.062,0.0465,223.36,1440,1,1,4.4,25.7
396,44,NRCS,12,NRCS-12,c,2.5,25mg,25,0.0542,0.0407,195.18,1440,1,1,4.4,25.7
397,45,NRCS,13,NRCS-13,a,2.5,std,22.5,0.0963,0.0722,346.64,1440,1,0.9,6.5,29
398,45,NRCS,13,NRCS-13,b,2.5,std,22.5,0.108,0.081,388.91,1440,1,0.9,6.5,29
399,45,NRCS,13,NRCS-13,c,2.5,std,22.5,0.109,0.0818,392.43,1440,1,0.9,6.5,29
400,45,NRCS,13,NRCS-13,a,1.66,15mg,14.94,0.0797,0.0597,431.87,2168.674699,1,0.9,6.5,29
401,45,NRCS,13,NRCS-13,b,1.66,15mg,14.94,0.0824,0.0618,446.61,2168.674699,1,0.9,6.5,29
402,45,NRCS,13,NRCS-13,c,1.66,15mg,14.94,0.089,0.0668,482.78,2168.674699,1,0.9,6.5,29
403,46,NRCS,14,NRCS-14,a,2.5,std,105,0.273,0.2048,982.86,1440,1,4.2,6.3,24.4
404,46,NRCS,14,NRCS-14,b,2.5,std,105,0.2663,0.1998,958.84,1440,1,4.2,6.3,24.4
405,46,NRCS,14,NRCS-14,c,2.5,std,105,0.2606,0.1955,938.25,1440,1,4.2,6.3,24.4
406,46,NRCS,14,NRCS-14,a,0.35,15mg,14.7,0.0643,0.0482,1652.47,10285.71429,1,4.2,6.3,24.4
407,46,NRCS,14,NRCS-14,b,0.35,15mg,14.7,0.07,0.0525,1799.54,10285.71429,1,4.2,6.3,24.4
408,46,NRCS,14,NRCS-14,c,0.35,15mg,14.7,0.0671,0.0503,1726.01,10285.71429,1,4.2,6.3,24.4
409,46,NRCS,14,NRCS-14,a,0.59,25mg,24.78,0.0948,0.0711,1445.58,6101.694915,1,4.2,6.3,24.4
410,46,NRCS,14,NRCS-14,b,0.59,25mg,24.78,0.0929,0.0696,1416.5,6101.694915,1,4.2,6.3,24.4
411,46,NRCS,14,NRCS-14,c,0.59,25mg,24.78,0.09,0.0675,1372.87,6101.694915,1,4.2,6.3,24.4
412,47,NRCS,15,NRCS-15,a,2.5,std,52.5,0.1682,0.1261,605.39,1440,1,2.1,6.7,21.5
413,47,NRCS,15,NRCS-15,b,2.5,std,52.5,0.1644,0.1233,591.66,1440,1,2.1,6.7,21.5
414,47,NRCS,15,NRCS-15,c,2.5,std,52.5,0.1634,0.1225,588.23,1440,1,2.1,6.7,21.5
415,47,NRCS,15,NRCS-15,a,0.71,15mg,14.91,0.0423,0.0318,536.69,5070.422535,1,2.1,6.7,21.5
416,47,NRCS,15,NRCS-15,b,0.71,15mg,14.91,0.0509,0.0382,645.44,5070.422535,1,2.1,6.7,21.5
417,47,NRCS,15,NRCS-15,c,0.71,15mg,14.91,0.0547,0.041,693.77,5070.422535,1,2.1,6.7,21.5
418,47,NRCS,15,NRCS-15,a,1.19,25mg,24.99,0.0871,0.0654,659.04,3025.210084,1,2.1,6.7,21.5
419,47,NRCS,15,NRCS-15,b,1.19,25mg,24.99,0.0929,0.0696,702.3,3025.210084,1,2.1,6.7,21.5
420,47,NRCS,15,NRCS-15,c,1.19,25mg,24.99,0.0881,0.0661,666.25,3025.210084,1,2.1,6.7,21.5
421,48,NRCS,16,NRCS-16,a,2.5,std,57.5,0.1176,0.0882,423.51,1440,1,2.3,7.2,34.8
422,48,NRCS,16,NRCS-16,b,2.5,std,57.5,0.1262,0.0947,454.4,1440,1,2.3,7.2,34.8
423,48,NRCS,16,NRCS-16,c,2.5,std,57.5,0.1167,0.0875,420.08,1440,1,2.3,7.2,34.8
424,48,NRCS,16,NRCS-16,a,0.65,15mg,14.95,0.0442,0.0332,612.63,5538.461538,1,2.3,7.2,34.8
425,48,NRCS,16,NRCS-16,b,0.65,15mg,14.95,0.0347,0.026,480.65,5538.461538,1,2.3,7.2,34.8
426,48,NRCS,16,NRCS-16,c,0.65,15mg,14.95,0.0433,0.0325,599.43,5538.461538,1,2.3,7.2,34.8
427,48,NRCS,16,NRCS-16,a,1.08,25mg,24.84,0.0576,0.0432,479.92,3333.333333,1,2.3,7.2,34.8
428,48,NRCS,16,NRCS-16,b,1.08,25mg,24.84,0.0519,0.0389,432.26,3333.333333,1,2.3,7.2,34.8
429,48,NRCS,16,NRCS-16,c,1.08,25mg,24.84,0.0624,0.0468,519.64,3333.333333,1,2.3,7.2,34.8
430,49,NRCS,17,NRCS-17,a,2.5,std,152.5,0.3531,0.2648,1271.11,1440,1,6.1,6.4,30.6
431,49,NRCS,17,NRCS-17,b,2.5,std,152.5,0.3426,0.257,1233.36,1440,1,6.1,6.4,30.6
432,49,NRCS,17,NRCS-17,c,2.5,std,152.5,0.3512,0.2634,1264.24,1440,1,6.1,6.4,30.6
433,49,NRCS,17,NRCS-17,a,0.24,15mg,14.64,0.0709,0.0532,2660.08,15000,1,6.1,6.4,30.6
434,49,NRCS,17,NRCS-17,b,0.24,15mg,14.64,0.0509,0.0382,1909.42,15000,1,6.1,6.4,30.6
435,49,NRCS,17,NRCS-17,c,0.24,15mg,14.64,0.0576,0.0432,2159.64,15000,1,6.1,6.4,30.6
436,49,NRCS,17,NRCS-17,a,0.41,25mg,25.01,0.0986,0.0739,2163.92,8780.487805,1,6.1,6.4,30.6
437,49,NRCS,17,NRCS-17,b,0.41,25mg,25.01,0.0881,0.0661,1933.75,8780.487805,1,6.1,6.4,30.6
